T36SYB_20220130T082059_B02_20m,T36SYB_20220130T082059_B03_20m,T36SYB_20220130T082059_B04_20m,T36SYB_20220130T082059_B05_20m,T36SYB_20220130T082059_B06_20m,T36SYB_20220130T082059_B07_20m,T36SYB_20220130T082059_B11_20m,T36SYB_20220130T082059_B12_20m,T36SYB_20220130T082059_B8A_20m,Yield
0.1233,0.1546,0.1389,0.1991,0.352,0.4026,0.2386,0.1759,0.4002,6.1
0.123,0.1531,0.1346,0.1923,0.3679,0.4185,0.2325,0.1676,0.4088,5.98
0.1227,0.1516,0.1328,0.1927,0.362,0.4045,0.2338,0.17,0.407,7.99
0.121,0.149,0.1308,0.1878,0.3712,0.4215,0.2331,0.1671,0.422,8.57
0.1195,0.1515,0.1307,0.1879,0.3752,0.4253,0.2334,0.167,0.4239,7.57
0.1287,0.1572,0.1656,0.2066,0.2905,0.3095,0.2351,0.1856,0.3059,2.73
0.1258,0.1576,0.1532,0.2086,0.3259,0.3502,0.2487,0.194,0.3523,2.91
0.1361,0.1725,0.1645,0.2267,0.3299,0.3589,0.268,0.2112,0.3625,2.43
0.1462,0.1814,0.1935,0.2401,0.3062,0.3223,0.2713,0.2262,0.3212,2.4
0.1464,0.1784,0.1971,0.2413,0.2977,0.319,0.2696,0.2272,0.3151,3.12
0.1466,0.1821,0.1907,0.2439,0.3274,0.3348,0.2771,0.2182,0.3422,4.04
0.1456,0.1829,0.1902,0.2459,0.3324,0.3446,0.2767,0.221,0.357,3.04
0.1473,0.1861,0.1918,0.2499,0.3285,0.3518,0.2741,0.226,0.342,3
0.1488,0.1807,0.1989,0.2474,0.3085,0.3188,0.2702,0.2237,0.3207,4.24
0.1468,0.1786,0.1991,0.24,0.3058,0.3045,0.2654,0.2183,0.3141,4.15
0.144,0.1815,0.1854,0.2443,0.336,0.3613,0.2749,0.2232,0.3618,2.22
0.1284,0.165,0.1453,0.2216,0.3801,0.4144,0.2629,0.1951,0.408,2.91
0.1488,0.1825,0.1899,0.2293,0.3271,0.354,0.253,0.2037,0.3616,3.92
0.1237,0.1562,0.135,0.203,0.3735,0.4357,0.2353,0.171,0.4191,5.89
0.1235,0.155,0.1356,0.1936,0.375,0.4182,0.2337,0.1689,0.4175,7.02
0.1226,0.1525,0.1365,0.1923,0.3582,0.4034,0.2341,0.1692,0.4016,7.7
0.1208,0.1514,0.1306,0.1922,0.3702,0.4225,0.2318,0.1663,0.4128,7.81
0.1226,0.1529,0.1352,0.1908,0.3712,0.4137,0.2332,0.1677,0.4155,8.02
0.1282,0.1578,0.1601,0.2115,0.3139,0.3286,0.248,0.1916,0.3385,2.65
0.1284,0.1579,0.1644,0.217,0.2939,0.3107,0.2555,0.2001,0.3151,2.61
0.1257,0.1588,0.1608,0.2152,0.3115,0.3275,0.2588,0.2017,0.3265,2.99
0.1288,0.1601,0.1603,0.2102,0.3164,0.3271,0.2546,0.2008,0.3364,3.3
0.1436,0.174,0.1836,0.2229,0.3256,0.3311,0.2415,0.1926,0.3474,4.29
0.1211,0.1578,0.1355,0.2055,0.3857,0.4411,0.2329,0.1669,0.4321,7.13
0.124,0.1551,0.1356,0.1954,0.3752,0.4242,0.2354,0.169,0.4235,8.17
0.121,0.1516,0.1326,0.1888,0.3667,0.4066,0.2322,0.1673,0.4102,8.32
0.1224,0.151,0.13,0.1892,0.372,0.4217,0.2342,0.1665,0.4223,8.84
0.1216,0.1517,0.1357,0.1913,0.3629,0.4029,0.2325,0.1695,0.4117,8.45
0.1295,0.1573,0.1725,0.2128,0.2822,0.3033,0.2411,0.1946,0.2999,2.31
0.1287,0.1588,0.1719,0.212,0.2892,0.3134,0.2403,0.191,0.3032,2.54
0.1294,0.1564,0.1726,0.2081,0.2907,0.3034,0.2384,0.1896,0.3047,2.72
0.13,0.16,0.1765,0.2152,0.2933,0.2989,0.2397,0.1914,0.3082,1.95
0.1367,0.1719,0.1727,0.2208,0.3269,0.3442,0.2273,0.1808,0.3592,6.8
0.1224,0.1558,0.1361,0.2033,0.3852,0.4423,0.2336,0.1669,0.432,7.7
0.1203,0.1524,0.1353,0.1936,0.3688,0.4069,0.2348,0.1698,0.4147,7.15
0.1207,0.1516,0.1327,0.1873,0.3661,0.4052,0.2318,0.1685,0.4105,8.24
0.1209,0.1517,0.1317,0.1907,0.3713,0.4234,0.2346,0.1682,0.4206,8.38
0.1308,0.1614,0.1786,0.2175,0.2795,0.2987,0.2371,0.1917,0.2922,2.09
0.1314,0.1598,0.1808,0.2188,0.2804,0.2968,0.2365,0.1937,0.2888,2.6
0.132,0.1621,0.1844,0.2204,0.2814,0.2906,0.2382,0.1971,0.2866,2.86
0.1317,0.1646,0.1586,0.2118,0.3285,0.3709,0.2306,0.179,0.3689,8.13
0.1224,0.1555,0.137,0.1962,0.3711,0.426,0.2341,0.1681,0.4131,7.98
0.1221,0.1533,0.1355,0.1901,0.3611,0.3979,0.234,0.1693,0.4054,7.36
0.1201,0.1521,0.1332,0.1898,0.361,0.4066,0.2322,0.1675,0.4132,8.45
0.1209,0.1511,0.1324,0.189,0.3687,0.418,0.2346,0.1685,0.417,8.24
0.13,0.1604,0.1876,0.218,0.2657,0.2768,0.2341,0.1936,0.2777,2.02
0.1324,0.1589,0.1875,0.2171,0.259,0.2696,0.2314,0.192,0.2687,2.35
0.131,0.1567,0.1826,0.2116,0.2582,0.2714,0.2297,0.1919,0.2689,2.72
0.1302,0.1581,0.1812,0.2128,0.268,0.2781,0.2346,0.194,0.2754,4.5
0.1341,0.1625,0.1563,0.2093,0.3267,0.3885,0.2353,0.1803,0.3664,6.53
0.1242,0.1542,0.1374,0.1913,0.374,0.4057,0.2325,0.1674,0.4099,7.91
0.1214,0.1508,0.1334,0.1889,0.3657,0.4043,0.2334,0.1675,0.4171,7.62
0.1198,0.1493,0.1314,0.1873,0.3649,0.416,0.2325,0.1669,0.4152,8.38
0.1214,0.152,0.1321,0.189,0.3713,0.4125,0.2338,0.1671,0.4166,8.12
0.13,0.1572,0.1755,0.2117,0.2746,0.2841,0.2352,0.1929,0.2848,2.41
0.1287,0.1571,0.1773,0.2138,0.2736,0.2886,0.2382,0.1957,0.2865,3.14
0.1306,0.1562,0.1791,0.2147,0.2715,0.2832,0.2372,0.1952,0.2833,3.96
0.1271,0.1571,0.1473,0.2009,0.3318,0.3882,0.2315,0.178,0.3711,6.8
0.1202,0.1509,0.133,0.1867,0.3791,0.4088,0.2317,0.1654,0.4239,8.09
0.1203,0.1507,0.1325,0.1897,0.3647,0.4138,0.2327,0.1669,0.4126,6.14
0.1215,0.1503,0.1307,0.1887,0.3641,0.4166,0.2317,0.1682,0.4131,8.53
0.1202,0.1516,0.1347,0.1889,0.3714,0.4074,0.233,0.1682,0.4131,8.36
0.1294,0.1568,0.1779,0.2128,0.274,0.2814,0.2361,0.1924,0.2838,2.64
0.1309,0.159,0.1788,0.2157,0.2746,0.2845,0.2385,0.1953,0.2861,2.67
0.1308,0.1579,0.1797,0.2121,0.2701,0.28,0.2397,0.1951,0.28,3.75
0.1314,0.1572,0.1824,0.2117,0.2627,0.2755,0.2372,0.1962,0.2749,3.14
0.1232,0.1536,0.1395,0.1984,0.3606,0.3993,0.2327,0.1744,0.4042,5.95
0.1199,0.1505,0.1289,0.1819,0.3821,0.42,0.2322,0.1655,0.4367,6.16
0.1221,0.1499,0.13,0.1855,0.3607,0.4167,0.2311,0.1665,0.4098,7.64
0.1201,0.1504,0.1302,0.1878,0.3632,0.4139,0.2311,0.1676,0.4081,8.12
0.1218,0.1518,0.1348,0.1898,0.3653,0.4036,0.2316,0.1694,0.407,7.93
0.1312,0.1578,0.1803,0.2141,0.2645,0.283,0.2388,0.1971,0.28,3.87
0.1289,0.1578,0.1777,0.2128,0.2646,0.2766,0.2364,0.1944,0.2788,3.13
0.1289,0.1564,0.1779,0.2112,0.2657,0.2805,0.2363,0.1918,0.2836,4.29
0.1623,0.1897,0.2212,0.2418,0.2733,0.2887,0.2558,0.2107,0.291,5.17
0.1448,0.1743,0.1957,0.2224,0.2916,0.3089,0.2569,0.2069,0.3267,7
0.123,0.1513,0.1332,0.1911,0.387,0.4243,0.2358,0.1737,0.4399,8.43
0.119,0.1498,0.1269,0.1851,0.3845,0.4429,0.2321,0.1655,0.435,7.44
0.1199,0.1495,0.1295,0.1849,0.3725,0.4216,0.2299,0.1657,0.4152,8.03
0.1187,0.1481,0.1274,0.184,0.3793,0.4189,0.2317,0.1652,0.4283,8.21
0.1194,0.1503,0.132,0.1889,0.3719,0.4143,0.2335,0.1681,0.424,8.62
0.1311,0.1592,0.1799,0.2133,0.2683,0.2811,0.2409,0.1982,0.2845,2.77
0.1305,0.1594,0.1738,0.2119,0.2961,0.3148,0.2441,0.1929,0.3199,2.95
0.1285,0.1598,0.1539,0.2128,0.3568,0.3824,0.2538,0.1902,0.385,1.09
0.1516,0.1749,0.2151,0.2288,0.2529,0.2658,0.2502,0.217,0.2772,8.52
0.146,0.1743,0.2019,0.2288,0.2741,0.2936,0.24,0.2004,0.2919,5.19
0.1416,0.176,0.188,0.231,0.3124,0.3274,0.2292,0.1837,0.3353,4.01
0.1279,0.1617,0.1476,0.2094,0.3459,0.3835,0.2394,0.1822,0.3772,8.72
0.1287,0.1599,0.1433,0.2046,0.3459,0.3869,0.2413,0.1791,0.3798,3.22
0.1292,0.1611,0.1518,0.209,0.3302,0.3802,0.2435,0.1806,0.3653,7.57
0.1327,0.1618,0.1608,0.2033,0.3342,0.3854,0.2488,0.182,0.3685,7.43
0.1317,0.1594,0.1582,0.1991,0.3377,0.3692,0.2445,0.1821,0.373,7.93
0.1346,0.1574,0.1708,0.2063,0.2692,0.2927,0.2375,0.1904,0.3131,6.97
0.1405,0.1651,0.1863,0.2133,0.2643,0.2921,0.237,0.192,0.2984,5.85
0.1852,0.2106,0.2269,0.2554,0.2836,0.2982,0.2798,0.2396,0.3096,2.92
0.123,0.1514,0.1333,0.1921,0.3842,0.4411,0.2388,0.1739,0.442,4.68
0.1201,0.1515,0.1321,0.1894,0.3852,0.4419,0.2369,0.1701,0.4388,4.2
0.1501,0.1771,0.213,0.2281,0.2582,0.2736,0.251,0.2143,0.2757,7.94
0.1412,0.1694,0.1872,0.2178,0.2913,0.3242,0.2463,0.203,0.3187,6.01
0.1324,0.161,0.1562,0.2066,0.3299,0.3635,0.2412,0.1889,0.3602,5.64
0.1276,0.1589,0.1438,0.199,0.3427,0.3782,0.2362,0.179,0.3835,8.57
0.1302,0.1626,0.1457,0.2052,0.3458,0.3815,0.2344,0.1744,0.381,8.22
0.1279,0.1615,0.1448,0.2012,0.35,0.3799,0.2367,0.1766,0.3845,8.14
0.1299,0.1611,0.1474,0.199,0.3524,0.3846,0.2365,0.1754,0.3931,7.68
0.1253,0.156,0.1329,0.193,0.3723,0.411,0.2342,0.1717,0.4241,7.9
0.1222,0.1543,0.1281,0.1915,0.3789,0.4273,0.2355,0.1709,0.4377,7.99
0.1219,0.1552,0.1297,0.1911,0.3703,0.4315,0.2356,0.1723,0.4209,8.13
0.1234,0.1554,0.1304,0.192,0.37,0.4322,0.2347,0.1718,0.4141,4.61
0.1244,0.1564,0.1323,0.1914,0.3701,0.4121,0.231,0.1709,0.4171,5
0.1263,0.1601,0.1418,0.2027,0.3541,0.3831,0.2222,0.1721,0.3878,5.03
0.1331,0.1661,0.1652,0.2106,0.3137,0.332,0.2254,0.1806,0.3375,6.46
0.1926,0.2231,0.2445,0.2504,0.3183,0.3228,0.2752,0.2413,0.3331,1.75
0.1238,0.1534,0.1328,0.1968,0.3867,0.4531,0.2446,0.1756,0.4419,7.47
0.1222,0.1518,0.1309,0.1905,0.3829,0.4297,0.2394,0.1735,0.4383,7.19
0.1208,0.1511,0.1316,0.1912,0.3738,0.4247,0.237,0.1719,0.428,7.13
0.1198,0.1496,0.1284,0.1877,0.3776,0.44,0.2363,0.1707,0.4359,7.52
0.1216,0.1523,0.1345,0.1898,0.3695,0.424,0.2356,0.1698,0.4188,8.17
0.1494,0.1745,0.2109,0.229,0.2616,0.2733,0.2496,0.2105,0.2742,8.13
0.1417,0.167,0.1851,0.2152,0.2888,0.3073,0.2442,0.202,0.3105,5.76
0.1328,0.1598,0.1536,0.2049,0.323,0.356,0.2397,0.188,0.3482,6.79
0.1273,0.1573,0.1386,0.1942,0.3576,0.3962,0.2348,0.1773,0.3977,9.74
0.1283,0.1564,0.1353,0.1938,0.3624,0.4092,0.2352,0.1716,0.4095,7.55
0.1272,0.1583,0.1388,0.1984,0.3585,0.399,0.2351,0.1724,0.3947,8.18
0.1315,0.1634,0.1516,0.2055,0.3321,0.3632,0.2392,0.179,0.3679,7.65
0.1338,0.1653,0.156,0.2114,0.3302,0.3582,0.2413,0.1815,0.355,7.2
0.1327,0.1637,0.1508,0.2061,0.3397,0.3697,0.2401,0.1783,0.3686,8.68
0.1286,0.1584,0.1397,0.1994,0.3593,0.3991,0.2367,0.1723,0.399,7.96
0.126,0.1579,0.1357,0.1959,0.3758,0.4206,0.2361,0.1677,0.4181,6.94
0.125,0.1579,0.1328,0.1925,0.3801,0.4134,0.2349,0.1685,0.4238,8.88
0.1248,0.1551,0.1309,0.193,0.3795,0.4209,0.2344,0.1677,0.4325,6.15
0.1247,0.1557,0.1297,0.1934,0.3858,0.4366,0.2352,0.1677,0.437,9.17
0.124,0.1573,0.1343,0.1938,0.3741,0.4174,0.2348,0.1692,0.4158,9.16
0.1241,0.1586,0.1366,0.1989,0.3691,0.4126,0.2337,0.1719,0.4078,7.81
0.1785,0.2075,0.225,0.248,0.3338,0.3515,0.2689,0.2248,0.3603,8.86
0.1218,0.1507,0.1297,0.1912,0.3803,0.4617,0.2369,0.1722,0.4341,7.58
0.1205,0.1512,0.1304,0.187,0.3742,0.4223,0.2322,0.1672,0.4238,6.74
0.1201,0.1491,0.1323,0.1869,0.3639,0.4014,0.2307,0.1656,0.4118,7.22
0.1216,0.1493,0.1297,0.1859,0.3723,0.4175,0.2319,0.1649,0.4185,8.3
0.1206,0.1508,0.1336,0.1877,0.3581,0.4083,0.2311,0.1673,0.4053,8.19
0.1403,0.1717,0.1897,0.2249,0.2992,0.3166,0.24,0.1936,0.3168,4.36
0.1303,0.161,0.1568,0.2043,0.3281,0.3469,0.2383,0.1851,0.3558,6.22
0.1297,0.1598,0.1452,0.2011,0.3428,0.3734,0.235,0.1782,0.3749,8.84
0.128,0.16,0.1424,0.1984,0.3477,0.3791,0.2346,0.1735,0.3832,8.82
0.127,0.1592,0.1387,0.1982,0.3554,0.3968,0.234,0.1717,0.3945,7.56
0.1272,0.1592,0.1354,0.1937,0.363,0.4047,0.2348,0.1703,0.4069,8.67
0.1277,0.1585,0.1376,0.1966,0.3636,0.4029,0.2359,0.1716,0.4007,7.04
0.131,0.1625,0.1474,0.2018,0.3377,0.3707,0.2381,0.1771,0.3756,8.43
0.1308,0.1635,0.1581,0.2086,0.3253,0.35,0.2414,0.1821,0.3505,8.14
0.1356,0.165,0.1574,0.2077,0.3283,0.3555,0.2407,0.1814,0.3553,8.23
0.1308,0.163,0.1483,0.2041,0.3377,0.3678,0.2364,0.1765,0.3736,7.07
0.1281,0.1603,0.1403,0.2013,0.3523,0.3903,0.2363,0.1725,0.396,7.62
0.1277,0.1587,0.1383,0.1977,0.3538,0.3953,0.2361,0.1719,0.3922,9.34
0.1285,0.1599,0.1409,0.1985,0.3543,0.3864,0.2362,0.1733,0.3919,8.58
0.1255,0.1576,0.1379,0.1976,0.3658,0.4026,0.2364,0.1722,0.4032,8.75
0.128,0.158,0.1374,0.1976,0.3608,0.3936,0.2363,0.1727,0.4068,6.46
0.1243,0.1582,0.135,0.1971,0.3798,0.4171,0.2365,0.1729,0.4153,8.41
0.1712,0.2021,0.2075,0.2306,0.3309,0.3607,0.2566,0.2084,0.3686,4.56
0.1212,0.1525,0.1299,0.1865,0.3748,0.45,0.2334,0.1695,0.4258,7.6
0.1217,0.1511,0.1329,0.1883,0.3671,0.4072,0.2303,0.1672,0.4199,6.79
0.1204,0.1505,0.1313,0.1843,0.3537,0.399,0.2281,0.1665,0.3999,8.1
0.1204,0.1487,0.1312,0.1869,0.3656,0.41,0.2307,0.1668,0.4093,8.18
0.1479,0.1748,0.205,0.2274,0.2714,0.2836,0.2466,0.2078,0.2907,8.06
0.138,0.1683,0.1805,0.2212,0.293,0.3168,0.2423,0.1951,0.316,5.59
0.1421,0.1708,0.1878,0.224,0.2991,0.3243,0.2432,0.1935,0.3215,7.7
0.1335,0.165,0.1623,0.2144,0.3215,0.3439,0.2402,0.1848,0.3472,4.83
0.1311,0.1602,0.146,0.2033,0.3492,0.3816,0.2355,0.1748,0.3847,8.32
0.1298,0.1612,0.142,0.1999,0.3501,0.38,0.2344,0.1731,0.3861,8.4
0.1292,0.1611,0.141,0.2031,0.3479,0.3831,0.235,0.1729,0.3832,8.33
0.1283,0.1605,0.1394,0.1994,0.3528,0.3876,0.2355,0.1714,0.3925,8.38
0.1274,0.1603,0.136,0.1955,0.3645,0.4008,0.2354,0.1704,0.4071,8.22
0.1281,0.1579,0.1367,0.1968,0.3664,0.4033,0.2388,0.1711,0.4093,8
0.1299,0.1624,0.1455,0.2045,0.3484,0.3832,0.2396,0.1758,0.3849,6
0.1339,0.1651,0.1535,0.207,0.3325,0.3534,0.2407,0.1817,0.3625,6.67
0.1339,0.1654,0.1558,0.2076,0.3262,0.3474,0.2407,0.1826,0.3533,6.65
0.135,0.1677,0.1628,0.2131,0.3215,0.3463,0.2403,0.1821,0.3489,9
0.1318,0.1646,0.1528,0.2079,0.339,0.3662,0.2383,0.1789,0.3637,8.28
0.1314,0.1632,0.1493,0.2047,0.3419,0.375,0.2387,0.1764,0.3748,8.2
0.13,0.1617,0.1481,0.2018,0.3425,0.3736,0.239,0.1775,0.3748,8.6
0.1287,0.1613,0.1437,0.1973,0.3574,0.3867,0.239,0.1745,0.3919,9.13
0.1269,0.159,0.1391,0.1974,0.3608,0.3993,0.2385,0.173,0.4016,6.66
0.1262,0.1577,0.1347,0.1952,0.374,0.4111,0.2388,0.1758,0.403,8.82
0.1573,0.1865,0.1932,0.2351,0.3273,0.3714,0.2499,0.2007,0.3634,8.38
0.1214,0.1492,0.13,0.1847,0.3723,0.4294,0.2313,0.1666,0.4217,7.62
0.1226,0.1508,0.1329,0.1883,0.3654,0.4032,0.2306,0.1673,0.4106,7.11
0.1215,0.1508,0.1331,0.1849,0.3554,0.4026,0.2294,0.1655,0.3939,8.27
0.1199,0.1498,0.1325,0.1852,0.3653,0.4056,0.2297,0.1661,0.4109,8.57
0.1455,0.1725,0.2002,0.2268,0.2736,0.2901,0.2465,0.205,0.2928,6.56
0.1355,0.165,0.1721,0.2141,0.2951,0.3211,0.2405,0.1951,0.3198,6.68
0.1337,0.1607,0.1547,0.2074,0.317,0.3419,0.2372,0.1857,0.341,8.32
0.1325,0.1619,0.1533,0.2045,0.3319,0.3545,0.2378,0.1816,0.3599,7.03
0.135,0.1654,0.1636,0.213,0.3135,0.3404,0.2454,0.1887,0.3382,8.9
0.1399,0.1689,0.1799,0.2233,0.3076,0.3306,0.2464,0.1904,0.3396,6.76
0.1309,0.1609,0.1442,0.206,0.3396,0.3759,0.2375,0.1781,0.3743,5.34
0.1284,0.1607,0.1429,0.2011,0.3489,0.3839,0.2361,0.1739,0.383,8.75
0.1297,0.1618,0.1433,0.202,0.3479,0.3817,0.2354,0.1733,0.3806,8.59
0.1295,0.1617,0.1446,0.1983,0.3478,0.3776,0.2374,0.1731,0.3845,8.83
0.1297,0.1602,0.1426,0.2005,0.352,0.3868,0.2388,0.1724,0.3911,5.72
0.1313,0.1618,0.1432,0.2012,0.3556,0.3863,0.2383,0.1732,0.3915,5.94
0.1343,0.1656,0.1509,0.2067,0.3385,0.3655,0.2405,0.1795,0.3723,8.98
0.1359,0.1673,0.1614,0.2101,0.3207,0.3417,0.2421,0.1843,0.3514,8.67
0.1361,0.1669,0.1628,0.2127,0.3188,0.3398,0.2428,0.1832,0.3444,8.51
0.137,0.1692,0.1652,0.2138,0.3174,0.3408,0.2418,0.1863,0.3406,8.49
0.1344,0.1686,0.1603,0.2115,0.322,0.3456,0.241,0.1849,0.3492,8.77
0.1328,0.1647,0.1535,0.2072,0.3335,0.3608,0.2395,0.1796,0.3647,6.49
0.1318,0.1632,0.1503,0.201,0.3377,0.3722,0.2397,0.1767,0.376,8.89
0.1302,0.1603,0.1438,0.199,0.3554,0.3916,0.239,0.1743,0.3945,9.27
0.126,0.1583,0.1359,0.1957,0.3754,0.4164,0.2375,0.1717,0.4158,6.63
0.126,0.1585,0.1357,0.1972,0.3644,0.4057,0.2383,0.1781,0.4053,8.76
0.1493,0.1768,0.183,0.2331,0.3367,0.3837,0.2472,0.1911,0.3832,8.3
0.1224,0.1507,0.1317,0.1826,0.3746,0.4174,0.2291,0.1643,0.424,6.45
0.1221,0.1506,0.134,0.1889,0.3577,0.4029,0.2302,0.1668,0.4057,7.22
0.1196,0.1512,0.1329,0.1867,0.3516,0.4007,0.2286,0.1649,0.3932,8.18
0.1214,0.1498,0.1332,0.1854,0.3636,0.4046,0.2288,0.1657,0.4031,8.59
0.1495,0.1767,0.2164,0.2317,0.2634,0.2763,0.2533,0.2174,0.2824,7.98
0.1443,0.1711,0.1899,0.2249,0.2884,0.3146,0.2455,0.202,0.3092,6.7
0.1338,0.1644,0.1648,0.2133,0.3062,0.3245,0.2416,0.1929,0.3345,7.07
0.1331,0.1622,0.1561,0.2059,0.3143,0.3382,0.2379,0.186,0.3463,7.27
0.131,0.1615,0.1572,0.2057,0.3201,0.3471,0.2367,0.1821,0.3456,8.83
0.1307,0.1612,0.1541,0.2075,0.3258,0.3504,0.2376,0.1793,0.3542,8.21
0.1314,0.1634,0.1523,0.2078,0.3267,0.3567,0.2378,0.1814,0.3564,8.37
0.1311,0.1616,0.1536,0.2068,0.3279,0.3554,0.2411,0.1836,0.3593,8.66
0.1395,0.1708,0.1836,0.2237,0.3065,0.33,0.2485,0.194,0.3329,8.68
0.1332,0.167,0.1571,0.2164,0.3283,0.3527,0.2412,0.1827,0.3648,7.93
0.1308,0.163,0.1489,0.2007,0.346,0.3706,0.2369,0.1742,0.3738,6.97
0.1284,0.1611,0.145,0.2024,0.341,0.3734,0.2378,0.1739,0.3699,5.92
0.1297,0.1625,0.1481,0.203,0.341,0.3729,0.2378,0.1754,0.3714,7.22
0.1319,0.1626,0.1467,0.2021,0.3411,0.3699,0.2384,0.1747,0.3733,9.3
0.1293,0.1631,0.1493,0.2045,0.3434,0.3712,0.2382,0.1777,0.3749,7.73
0.1333,0.1656,0.1532,0.2072,0.3314,0.3595,0.2421,0.1818,0.3612,8.04
0.1367,0.1678,0.1631,0.2117,0.3129,0.3379,0.2433,0.1847,0.3418,8.31
0.1361,0.1667,0.1645,0.2137,0.3145,0.3374,0.2415,0.1845,0.3427,8.05
0.1365,0.1671,0.1627,0.2126,0.3149,0.3379,0.2412,0.1865,0.341,9.05
0.1373,0.1683,0.1655,0.2139,0.3174,0.3385,0.2412,0.1842,0.3449,9.46
0.1326,0.1636,0.1508,0.2059,0.3363,0.3617,0.2389,0.1791,0.3655,9.19
0.128,0.1624,0.1455,0.2021,0.3523,0.378,0.2378,0.1752,0.3829,8.67
0.1268,0.1587,0.1379,0.1979,0.3643,0.4008,0.2373,0.1718,0.4037,9.22
0.1251,0.158,0.1316,0.1915,0.3892,0.4367,0.2356,0.1694,0.4334,8.37
0.1282,0.1557,0.1545,0.1951,0.3313,0.384,0.2325,0.1763,0.3888,7.98
0.1193,0.1501,0.1294,0.1854,0.3838,0.4222,0.2302,0.1651,0.433,7.78
0.1203,0.1494,0.1311,0.1864,0.3571,0.4073,0.2283,0.165,0.4075,8.09
0.1219,0.1489,0.1307,0.1857,0.3548,0.3957,0.2278,0.165,0.3979,8.75
0.1226,0.1491,0.1341,0.1856,0.3568,0.3953,0.2279,0.1658,0.4014,8.33
0.148,0.173,0.2069,0.2302,0.2626,0.2798,0.2535,0.2127,0.2813,9.05
0.1393,0.169,0.1826,0.2203,0.2857,0.31,0.2474,0.2038,0.3128,8.57
0.1311,0.1615,0.1585,0.2106,0.3102,0.3339,0.2418,0.1897,0.3362,6.04
0.1295,0.1596,0.1509,0.2033,0.3272,0.3506,0.2366,0.1815,0.3579,8.09
0.1331,0.1624,0.1539,0.2062,0.3253,0.3573,0.2377,0.1801,0.3488,8.88
0.1338,0.1633,0.1581,0.2075,0.3215,0.3467,0.2384,0.1816,0.35,8.38
0.1318,0.1646,0.1565,0.2084,0.326,0.3491,0.2385,0.18,0.3535,8.15
0.1323,0.1616,0.1523,0.2074,0.3288,0.3507,0.2393,0.1804,0.3573,8.25
0.1307,0.1632,0.1546,0.2065,0.3279,0.3512,0.239,0.1809,0.3576,8.68
0.1308,0.1621,0.1552,0.2059,0.3302,0.3569,0.239,0.1798,0.3604,8.8
0.1366,0.1682,0.1664,0.2186,0.3187,0.3429,0.2454,0.1911,0.3544,8.68
0.1393,0.1708,0.177,0.2184,0.3181,0.3401,0.2479,0.1902,0.3421,9.18
0.131,0.1631,0.1476,0.2039,0.3407,0.3722,0.238,0.1765,0.3682,4.77
0.1314,0.1629,0.1508,0.2053,0.3331,0.365,0.2379,0.1774,0.3704,9.4
0.1335,0.1633,0.1502,0.2054,0.3368,0.3651,0.2392,0.1761,0.3713,9.06
0.1325,0.165,0.1512,0.2049,0.336,0.3668,0.2395,0.1765,0.3678,8.64
0.1321,0.1642,0.1503,0.2058,0.3377,0.367,0.2399,0.1775,0.3722,8.69
0.1353,0.1656,0.154,0.2075,0.3306,0.3539,0.2416,0.1811,0.36,8.84
0.1376,0.1672,0.1655,0.2106,0.311,0.3327,0.2423,0.185,0.3379,8.37
0.1375,0.1682,0.1676,0.2129,0.3055,0.3304,0.2433,0.188,0.3294,8.87
0.1359,0.1666,0.1625,0.2107,0.3121,0.3343,0.243,0.1852,0.3356,9.34
0.135,0.1678,0.1612,0.2134,0.3199,0.341,0.2414,0.1824,0.3469,9.07
0.1296,0.1632,0.1451,0.2046,0.343,0.3769,0.2371,0.1742,0.374,5.64
0.1273,0.1588,0.1377,0.2019,0.3577,0.4028,0.236,0.1693,0.3962,6.75
0.1248,0.1562,0.1305,0.1955,0.3863,0.4332,0.2351,0.1692,0.4318,4.96
0.1253,0.1532,0.1471,0.1917,0.3409,0.3742,0.2285,0.1699,0.3922,7.81
0.1206,0.1489,0.1295,0.1867,0.3793,0.4283,0.2302,0.1663,0.4281,7.87
0.1192,0.1488,0.1303,0.1842,0.3561,0.406,0.2267,0.1641,0.4018,8.05
0.1218,0.147,0.1302,0.1857,0.3551,0.3951,0.2275,0.1639,0.397,9.03
0.1218,0.1498,0.1339,0.1862,0.3515,0.3949,0.2304,0.1653,0.3949,8.2
0.1433,0.1705,0.1984,0.2231,0.2686,0.2895,0.2519,0.2107,0.2877,8.59
0.1362,0.1622,0.1715,0.2134,0.2956,0.3095,0.2452,0.1991,0.3202,7.01
0.132,0.1602,0.155,0.2074,0.3152,0.3394,0.2403,0.188,0.3422,6.9
0.1305,0.161,0.1525,0.2043,0.3224,0.348,0.238,0.1829,0.354,0.9
0.132,0.1622,0.1544,0.2051,0.3198,0.3487,0.2369,0.1802,0.351,8.55
0.1309,0.162,0.153,0.205,0.3268,0.3522,0.2392,0.1798,0.3544,8.29
0.1337,0.1623,0.1539,0.2049,0.3218,0.3534,0.2387,0.1804,0.3491,8.51
0.1323,0.1632,0.1548,0.2084,0.3234,0.3495,0.238,0.1796,0.3506,8.3
0.132,0.1622,0.1547,0.2078,0.3322,0.3561,0.2391,0.1804,0.3569,8.46
0.1325,0.1637,0.1546,0.2069,0.3312,0.3569,0.2387,0.1809,0.3549,8.46
