customer_id,recency_days,number_of_orders,revenue,most_recent_visit
17334,95,9,1008,28/09/2020
8844,235,8,663,11/05/2020
4246,33,17,1694,29/11/2020
23188,284,12,1360,23/03/2020
1080,148,8,610,06/08/2020
8617,485,4,514,03/09/2019
37109,133,11,1161,21/08/2020
2306,99,10,1064,24/09/2020
6505,123,12,1196,31/08/2020
28346,133,3,414,21/08/2020
1000,211,10,1019,04/06/2020
34364,94,13,1214,29/09/2020
2287,202,9,881,13/06/2020
24147,102,19,2176,21/09/2020
8207,471,7,847,17/09/2019
26840,159,11,1120,26/07/2020
30185,43,6,548,19/11/2020
6230,513,4,390,06/08/2019
20763,95,11,1198,28/09/2020
25733,148,10,859,06/08/2020
38469,213,10,643,02/06/2020
13950,181,10,939,04/07/2020
21533,105,9,998,18/09/2020
37213,179,11,949,06/07/2020
25379,119,14,1129,04/09/2020
8440,147,11,975,07/08/2020
13028,146,13,1003,08/08/2020
35713,268,5,663,08/04/2020
1258,107,18,1833,16/09/2020
15888,129,9,1271,25/08/2020
30293,287,9,508,20/03/2020
11619,67,19,1800,26/10/2020
37625,443,11,1156,15/10/2019
4342,211,8,909,04/06/2020
2770,94,9,595,29/09/2020
32670,245,8,582,01/05/2020
37478,58,13,1307,04/11/2020
3253,395,13,1346,02/12/2019
12754,176,7,541,09/07/2020
7844,60,17,1446,02/11/2020
36844,70,10,776,23/10/2020
4870,435,7,458,23/10/2019
14367,137,11,975,17/08/2020
2438,230,9,738,16/05/2020
33152,25,12,821,07/12/2020
26050,78,10,644,15/10/2020
15907,32,12,1472,30/11/2020
35683,204,10,986,11/06/2020
9215,65,11,1050,28/10/2020
17217,160,7,707,25/07/2020
32557,638,5,310,03/04/2019
35445,58,10,784,04/11/2020
16194,201,6,635,14/06/2020
21746,493,9,684,26/08/2019
7705,159,9,820,26/07/2020
17962,5,9,955,27/12/2020
31524,106,7,690,17/09/2020
880,145,10,1040,09/08/2020
12948,184,5,465,01/07/2020
23017,148,19,1742,06/08/2020
33348,470,5,326,18/09/2019
23675,464,6,711,24/09/2019
38951,114,9,847,09/09/2020
8506,308,7,739,27/02/2020
2776,21,8,596,11/12/2020
7016,53,14,1226,09/11/2020
20971,66,10,821,27/10/2020
19977,258,11,1068,18/04/2020
11236,70,6,694,23/10/2020
38916,17,14,1456,15/12/2020
35235,63,19,1669,30/10/2020
30855,2,15,1456,30/12/2020
16508,72,8,1137,21/10/2020
37985,182,14,1131,03/07/2020
6341,6,11,979,26/12/2020
28273,149,16,1500,05/08/2020
24026,93,10,900,30/09/2020
38856,224,12,723,22/05/2020
16080,51,9,833,11/11/2020
16523,244,10,1021,02/05/2020
17646,114,7,588,09/09/2020
21454,176,9,1116,09/07/2020
37439,430,11,676,28/10/2019
20415,169,14,1272,16/07/2020
6168,101,12,1011,22/09/2020
10362,197,8,650,18/06/2020
36593,135,7,649,19/08/2020
32956,302,8,729,05/03/2020
6566,162,9,737,23/07/2020
23453,91,19,1654,02/10/2020
1562,99,10,675,24/09/2020
13532,282,16,1376,25/03/2020
6076,7,16,1606,25/12/2020
25114,83,5,750,10/10/2020
30273,158,16,1640,27/07/2020
34589,108,14,1390,15/09/2020
17656,122,13,962,01/09/2020
530,155,10,917,30/07/2020
22803,168,6,808,17/07/2020
465,167,15,1828,18/07/2020
9045,153,8,753,01/08/2020
26265,168,10,1068,17/07/2020
24666,458,10,1220,30/09/2019
28128,148,5,329,06/08/2020
27843,248,9,857,28/04/2020
14252,140,12,859,14/08/2020
34513,114,8,811,09/09/2020
3765,191,16,1930,24/06/2020
4156,77,14,1475,16/10/2020
2610,301,11,1264,06/03/2020
36846,325,10,977,10/02/2020
27986,221,10,994,25/05/2020
23214,157,12,1187,28/07/2020
7469,140,11,974,14/08/2020
36916,197,11,1124,18/06/2020
9721,182,10,1354,03/07/2020
13108,188,8,737,27/06/2020
24664,200,8,781,15/06/2020
34676,180,12,1474,05/07/2020
7380,517,4,452,02/08/2019
9380,130,12,1023,24/08/2020
10146,454,16,1228,04/10/2019
20142,90,9,768,03/10/2020
31866,17,5,393,15/12/2020
15258,64,11,759,29/10/2020
856,346,6,518,20/01/2020
22299,146,5,593,08/08/2020
12547,464,11,1057,24/09/2019
33296,129,14,1280,25/08/2020
19519,13,15,1406,19/12/2020
12653,92,9,665,01/10/2020
11245,184,8,743,01/07/2020
18150,141,14,1204,13/08/2020
27468,117,11,863,06/09/2020
3726,147,13,1349,07/08/2020
27809,312,7,764,23/02/2020
8917,190,10,1037,25/06/2020
13118,34,16,1470,28/11/2020
27351,438,5,768,20/10/2019
23387,49,8,703,13/11/2020
15819,182,8,939,03/07/2020
5397,325,4,373,10/02/2020
33762,197,10,1040,18/06/2020
15263,265,12,1195,11/04/2020
33526,227,6,915,19/05/2020
10527,2,9,438,30/12/2020
20710,444,7,1017,14/10/2019
30192,273,9,804,03/04/2020
23069,204,5,529,11/06/2020
23532,508,7,401,11/08/2019
15621,319,10,950,16/02/2020
34230,76,9,966,17/10/2020
364,74,11,1104,19/10/2020
36643,197,7,445,18/06/2020
7193,72,14,1048,21/10/2020
20144,355,6,506,11/01/2020
2399,331,5,301,04/02/2020
31353,259,6,424,17/04/2020
2066,81,7,782,12/10/2020
38173,167,14,1311,18/07/2020
35318,185,11,1027,30/06/2020
31756,75,15,1542,18/10/2020
2988,150,13,1537,04/08/2020
76,47,7,858,15/11/2020
38677,161,11,958,24/07/2020
22950,170,12,1272,15/07/2020
36996,119,7,529,04/09/2020
28702,43,9,609,19/11/2020
30639,137,9,878,17/08/2020
28812,78,11,1255,15/10/2020
26818,517,10,1079,02/08/2019
6960,243,7,558,03/05/2020
36817,224,12,843,22/05/2020
31085,99,7,623,24/09/2020
29034,353,11,934,13/01/2020
17430,191,10,967,24/06/2020
9884,90,10,882,03/10/2020
8884,263,4,387,13/04/2020
32242,79,10,842,14/10/2020
38955,93,8,1073,30/09/2020
31627,490,11,1031,29/08/2019
10247,510,6,409,09/08/2019
32750,161,5,531,24/07/2020
30330,6,10,731,26/12/2020
20069,130,10,797,24/08/2020
24872,122,13,1559,01/09/2020
14684,255,7,676,21/04/2020
15632,32,9,773,30/11/2020
38467,373,6,634,24/12/2019
12130,28,5,373,04/12/2020
33840,540,4,598,10/07/2019
19529,36,11,814,26/11/2020
31438,35,8,942,27/11/2020
18588,170,9,897,15/07/2020
400,102,11,1050,21/09/2020
20643,93,16,1852,30/09/2020
13504,142,7,671,12/08/2020
25186,321,13,1284,14/02/2020
14371,15,4,393,17/12/2020
11804,35,18,1772,27/11/2020
6806,64,9,1231,29/10/2020
33208,49,7,700,13/11/2020
7185,27,13,1005,05/12/2020
7046,417,9,907,10/11/2019
3671,210,15,1370,05/06/2020
8705,366,7,696,31/12/2019
17553,74,6,456,19/10/2020
24797,67,16,1626,26/10/2020
13079,38,13,1048,24/11/2020
26564,118,7,681,05/09/2020
4448,434,7,879,24/10/2019
23056,417,7,458,10/11/2019
38698,196,16,1334,19/06/2020
35526,68,15,1426,25/10/2020
29556,191,9,719,24/06/2020
4428,171,11,883,14/07/2020
5066,179,9,784,06/07/2020
359,213,11,981,02/06/2020
6226,118,6,626,05/09/2020
25118,363,5,466,03/01/2020
10875,205,12,1234,10/06/2020
1530,184,11,908,01/07/2020
26270,95,11,1387,28/09/2020
29699,93,11,897,30/09/2020
3014,404,8,824,23/11/2019
26716,22,6,605,10/12/2020
27684,174,12,831,11/07/2020
15756,199,13,1301,16/06/2020
29541,181,13,1382,04/07/2020
33383,113,13,1095,10/09/2020
38995,23,7,712,09/12/2020
2660,264,8,515,12/04/2020
17813,268,7,868,08/04/2020
20689,379,11,1073,18/12/2019
10333,139,12,1191,15/08/2020
20668,71,12,1263,22/10/2020
38154,95,13,1131,28/09/2020
9487,305,12,1316,02/03/2020
35316,346,5,260,20/01/2020
9585,245,6,648,01/05/2020
9595,184,10,1025,01/07/2020
34254,170,10,1189,15/07/2020
12902,196,5,371,19/06/2020
8704,80,12,1410,13/10/2020
37400,67,7,602,26/10/2020
23118,309,10,1143,26/02/2020
30694,82,11,599,11/10/2020
36257,567,6,600,13/06/2019
36289,308,7,719,27/02/2020
3281,69,5,701,24/10/2020
36308,239,7,612,07/05/2020
18083,123,12,1149,31/08/2020
27228,276,8,824,31/03/2020
24098,68,10,991,25/10/2020
20634,523,7,823,27/07/2019
39451,204,16,929,11/06/2020
34814,128,11,1307,26/08/2020
501,100,6,557,23/09/2020
33973,198,12,1280,17/06/2020
5020,300,14,1127,07/03/2020
36712,118,9,1260,05/09/2020
5363,447,8,629,11/10/2019
27060,217,8,975,29/05/2020
27676,218,8,867,28/05/2020
16649,13,13,1375,19/12/2020
29454,194,18,1851,21/06/2020
16895,213,14,1141,02/06/2020
3724,49,9,919,13/11/2020
8001,445,12,1384,13/10/2019
23358,77,9,1143,16/10/2020
4386,115,9,914,08/09/2020
6025,38,7,775,24/11/2020
11990,154,8,656,31/07/2020
23360,46,14,1232,16/11/2020
7826,11,8,531,21/12/2020
39653,223,7,490,23/05/2020
27970,63,10,519,30/10/2020
15400,95,11,1111,28/09/2020
39534,312,6,636,23/02/2020
29183,129,10,831,25/08/2020
28071,125,15,1338,29/08/2020
33319,146,6,616,08/08/2020
16055,280,12,1011,27/03/2020
39457,286,13,1144,21/03/2020
25100,193,9,888,22/06/2020
16120,127,13,946,27/08/2020
19967,242,11,1141,04/05/2020
3877,85,12,1132,08/10/2020
16092,178,13,1397,07/07/2020
32056,108,9,692,15/09/2020
22831,163,9,973,22/07/2020
35603,146,10,855,08/08/2020
3248,470,12,1278,18/09/2019
12175,513,6,607,06/08/2019
4903,107,16,1613,16/09/2020
22371,181,10,816,04/07/2020
4294,197,10,897,18/06/2020
22203,80,7,348,13/10/2020
21576,127,20,1592,27/08/2020
16588,148,14,1571,06/08/2020
3816,295,12,1544,12/03/2020
36777,165,12,1426,20/07/2020
27325,87,8,835,06/10/2020
38030,310,15,1465,25/02/2020
17241,91,8,535,02/10/2020
23311,108,10,1223,15/09/2020
29529,184,14,1212,01/07/2020
8083,125,6,667,29/08/2020
37137,23,11,868,09/12/2020
17663,58,12,1240,04/11/2020
994,89,8,549,04/10/2020
26307,299,8,1003,08/03/2020
7765,298,9,811,09/03/2020
5641,433,10,868,25/10/2019
14228,154,10,857,31/07/2020
5584,44,10,819,18/11/2020
34766,15,12,1406,17/12/2020
776,124,9,895,30/08/2020
32492,42,5,564,20/11/2020
35529,153,9,904,01/08/2020
21254,458,7,569,30/09/2019
10580,249,12,1106,27/04/2020
10559,115,8,926,08/09/2020
4604,100,18,1914,23/09/2020
7616,100,7,1021,23/09/2020
26288,163,7,588,22/07/2020
3521,137,7,723,17/08/2020
28409,422,4,340,05/11/2019
33065,376,9,710,21/12/2019
17988,282,9,991,25/03/2020
36921,483,6,483,05/09/2019
23764,457,9,771,01/10/2019
6074,184,13,801,01/07/2020
21467,26,13,1086,06/12/2020
21421,256,3,176,20/04/2020
3260,97,11,1064,26/09/2020
22026,14,8,618,18/12/2020
21164,52,11,1122,10/11/2020
20315,134,7,621,20/08/2020
25908,446,9,731,12/10/2019
31512,424,9,1048,03/11/2019
38589,247,9,1195,29/04/2020
35852,75,11,769,18/10/2020
14417,96,11,1213,27/09/2020
3929,196,7,499,19/06/2020
16824,179,8,670,06/07/2020
4234,81,10,1150,12/10/2020
33759,98,13,721,25/09/2020
14714,248,12,893,28/04/2020
4995,192,9,677,23/06/2020
12034,176,10,1082,09/07/2020
21882,229,9,696,17/05/2020
39598,135,14,1875,19/08/2020
26344,75,7,953,18/10/2020
5297,81,10,1199,12/10/2020
13878,98,13,1365,25/09/2020
8848,261,9,569,15/04/2020
11460,356,6,540,10/01/2020
9339,160,5,290,25/07/2020
24622,189,11,1283,26/06/2020
8401,68,10,876,25/10/2020
29117,267,15,1206,09/04/2020
14637,178,11,721,07/07/2020
16822,180,10,791,05/07/2020
38272,425,10,728,02/11/2019
10650,45,9,942,17/11/2020
22486,230,10,1097,16/05/2020
27111,266,6,536,10/04/2020
32489,33,8,1081,29/11/2020
25553,168,8,629,17/07/2020
38891,184,7,763,01/07/2020
2902,381,9,629,16/12/2019
22137,142,11,1186,12/08/2020
16279,398,7,669,29/11/2019
7526,141,9,1165,13/08/2020
16238,171,4,417,14/07/2020
21479,190,4,272,25/06/2020
29635,285,4,389,22/03/2020
13912,98,12,841,25/09/2020
38316,121,5,561,02/09/2020
16023,281,15,1426,26/03/2020
15444,141,10,962,13/08/2020
37085,123,11,931,31/08/2020
617,431,9,667,27/10/2019
38896,317,8,650,18/02/2020
16681,23,15,1631,09/12/2020
34448,91,12,1252,02/10/2020
26993,56,12,1192,06/11/2020
7628,319,9,948,16/02/2020
593,236,10,1345,10/05/2020
35363,190,11,1186,25/06/2020
7399,103,9,855,20/09/2020
6649,171,7,745,14/07/2020
19020,50,11,893,12/11/2020
1018,46,11,775,16/11/2020
36251,153,9,1018,01/08/2020
18708,179,11,1166,06/07/2020
13298,145,12,1285,09/08/2020
26913,425,9,1027,02/11/2019
769,117,8,753,06/09/2020
29787,128,14,1613,26/08/2020
26797,465,10,1039,23/09/2019
2567,196,12,1449,19/06/2020
26586,246,8,1015,30/04/2020
12899,27,19,1509,05/12/2020
14571,91,15,1086,02/10/2020
20410,106,14,1461,17/09/2020
5588,238,9,1016,08/05/2020
4885,289,10,833,18/03/2020
15677,151,14,1343,03/08/2020
33333,106,13,1029,17/09/2020
10120,97,9,745,26/09/2020
37087,188,7,740,27/06/2020
2188,96,13,1495,27/09/2020
31275,153,8,616,01/08/2020
9927,150,12,952,04/08/2020
20012,4,5,301,28/12/2020
22666,333,17,1744,02/02/2020
38596,286,13,1244,21/03/2020
30187,57,4,513,05/11/2020
2370,106,12,1039,17/09/2020
38681,179,15,1609,06/07/2020
28234,113,9,798,10/09/2020
26685,204,6,633,11/06/2020
23863,178,7,653,07/07/2020
35657,138,12,1525,16/08/2020
9615,26,7,730,06/12/2020
30890,283,9,1009,24/03/2020
5100,530,6,918,20/07/2019
16980,217,12,1321,29/05/2020
2221,289,5,549,18/03/2020
17238,147,13,1714,07/08/2020
5605,546,2,162,04/07/2019
2117,410,8,686,17/11/2019
34213,113,9,799,10/09/2020
23723,215,11,733,31/05/2020
19655,36,16,1820,26/11/2020
33669,212,7,385,03/06/2020
9594,170,12,1309,15/07/2020
28512,128,12,1019,26/08/2020
22990,212,13,1375,03/06/2020
26409,128,9,646,26/08/2020
3128,90,8,749,03/10/2020
20875,215,5,644,31/05/2020
25661,627,5,429,14/04/2019
25926,155,9,820,30/07/2020
27677,435,7,607,23/10/2019
35241,191,17,1649,24/06/2020
4118,93,14,1358,30/09/2020
27616,20,8,617,12/12/2020
5229,335,9,859,31/01/2020
19493,171,9,694,14/07/2020
38563,42,11,1141,20/11/2020
28645,90,4,502,03/10/2020
38540,121,14,1178,02/09/2020
3114,86,12,1037,07/10/2020
23263,73,19,1814,20/10/2020
35927,279,8,779,28/03/2020
22911,207,5,553,08/06/2020
38840,92,5,521,01/10/2020
30484,56,12,1392,06/11/2020
23721,62,11,1104,31/10/2020
22080,133,11,1014,21/08/2020
28082,131,12,1160,23/08/2020
13174,474,7,796,14/09/2019
28596,87,12,1226,06/10/2020
25805,422,12,1078,05/11/2019
25245,367,10,877,30/12/2019
2192,218,5,372,28/05/2020
27312,124,11,1005,30/08/2020
37500,83,7,696,10/10/2020
11987,328,10,1130,07/02/2020
393,359,10,784,07/01/2020
4658,131,15,1587,23/08/2020
32097,48,13,1381,14/11/2020
23656,207,12,1281,08/06/2020
18822,68,10,891,25/10/2020
35346,477,6,552,11/09/2019
4518,97,17,1875,26/09/2020
12780,334,9,672,01/02/2020
31488,180,12,1035,05/07/2020
11915,132,9,737,22/08/2020
27658,110,14,1600,13/09/2020
6869,147,7,626,07/08/2020
8980,289,8,620,18/03/2020
19632,56,12,1455,06/11/2020
4079,157,6,629,28/07/2020
21883,320,5,414,15/02/2020
6726,445,8,695,13/10/2019
4416,218,10,1280,28/05/2020
16867,126,9,878,28/08/2020
4546,129,12,1008,25/08/2020
4436,134,8,846,20/08/2020
28881,77,12,1335,16/10/2020
204,95,13,890,28/09/2020
31234,104,8,692,19/09/2020
1747,414,9,710,13/11/2019
10408,128,9,762,26/08/2020
35668,55,7,513,07/11/2020
29197,492,9,790,27/08/2019
5310,51,10,890,11/11/2020
5185,54,12,1205,08/11/2020
18737,107,14,1139,16/09/2020
25708,251,10,1030,25/04/2020
27349,147,13,1290,07/08/2020
28781,72,11,1085,21/10/2020
19912,28,15,1385,04/12/2020
39456,52,15,932,10/11/2020
25615,349,10,1161,17/01/2020
37838,24,8,663,08/12/2020
19307,67,11,1475,26/10/2020
11110,119,7,487,04/09/2020
33871,181,9,801,04/07/2020
1151,394,12,1017,03/12/2019
23223,292,10,785,15/03/2020
13086,514,9,808,05/08/2019
19319,45,15,1255,17/11/2020
20915,267,8,811,09/04/2020
27519,329,4,206,06/02/2020
10440,161,8,953,24/07/2020
32285,64,16,1791,29/10/2020
31479,195,9,811,20/06/2020
34144,175,10,840,10/07/2020
10964,59,11,698,03/11/2020
13514,196,11,1011,19/06/2020
21433,204,5,638,11/06/2020
15831,149,14,1698,05/08/2020
38668,244,8,814,02/05/2020
38171,86,12,1018,07/10/2020
19398,152,9,916,02/08/2020
17047,89,11,1097,04/10/2020
13437,485,9,493,03/09/2019
13577,98,10,930,25/09/2020
3826,111,15,1533,12/09/2020
32122,153,15,1562,01/08/2020
24985,202,5,332,13/06/2020
1583,171,8,683,14/07/2020
26388,159,12,1613,26/07/2020
34234,572,5,401,08/06/2019
2945,292,9,844,15/03/2020
12995,62,5,264,31/10/2020
6408,184,12,1267,01/07/2020
20300,374,9,880,23/12/2019
14403,521,3,315,29/07/2019
7957,176,13,1302,09/07/2020
5493,93,15,1560,30/09/2020
22922,31,12,1277,01/12/2020
16610,30,12,1097,02/12/2020
10050,200,7,659,15/06/2020
19919,16,13,1206,16/12/2020
22198,233,13,1548,13/05/2020
35477,107,9,911,16/09/2020
26230,357,7,706,09/01/2020
37605,83,8,629,10/10/2020
18788,125,12,938,29/08/2020
20125,165,10,1049,20/07/2020
36686,117,10,759,06/09/2020
13444,286,4,422,21/03/2020
32165,106,13,1265,17/09/2020
8518,118,6,719,05/09/2020
21353,164,15,1287,21/07/2020
17976,231,11,1105,15/05/2020
16243,84,12,1173,09/10/2020
2277,516,4,172,03/08/2019
36279,89,12,1026,04/10/2020
33337,32,5,258,30/11/2020
14675,136,14,1109,18/08/2020
27792,192,8,962,23/06/2020
12845,43,5,640,19/11/2020
19653,127,15,1606,27/08/2020
29806,117,8,576,06/09/2020
25510,149,13,1038,05/08/2020
15334,10,11,1117,22/12/2020
7209,52,4,235,10/11/2020
7571,125,12,1426,29/08/2020
17695,257,7,793,19/04/2020
16483,383,7,571,14/12/2019
22624,122,12,1161,01/09/2020
35397,256,9,755,20/04/2020
243,55,15,1449,07/11/2020
16658,167,6,498,18/07/2020
13313,261,6,571,15/04/2020
34567,158,9,1254,27/07/2020
24778,85,14,1180,08/10/2020
21924,84,18,1666,09/10/2020
31012,262,8,817,14/04/2020
9421,40,12,1405,22/11/2020
5921,460,6,507,28/09/2019
26360,377,8,837,20/12/2019
26633,199,4,423,16/06/2020
22595,522,8,911,28/07/2019
17631,194,4,368,21/06/2020
9239,69,11,1010,24/10/2020
2999,452,6,618,06/10/2019
14633,68,16,1203,25/10/2020
4807,79,10,914,14/10/2020
39898,91,10,868,02/10/2020
34355,11,9,1027,21/12/2020
25629,99,15,1633,24/09/2020
13802,129,10,1055,25/08/2020
5189,143,10,849,11/08/2020
3330,65,16,1562,28/10/2020
11519,172,15,1033,13/07/2020
1340,26,7,481,06/12/2020
5547,297,15,1043,10/03/2020
39709,41,11,1184,21/11/2020
39735,170,9,738,15/07/2020
39788,528,12,750,22/07/2019
33662,16,7,681,16/12/2020
17161,362,6,464,04/01/2020
31460,143,16,1448,11/08/2020
26458,268,5,572,08/04/2020
31035,225,6,303,21/05/2020
413,65,11,1183,28/10/2020
10418,299,12,801,08/03/2020
19758,90,8,653,03/10/2020
36790,367,9,1040,30/12/2019
30909,206,8,773,09/06/2020
36453,93,10,959,30/09/2020
18817,151,3,289,03/08/2020
16487,154,7,734,31/07/2020
29566,60,8,777,02/11/2020
22388,117,10,1054,06/09/2020
25778,82,8,597,11/10/2020
3689,148,11,1298,06/08/2020
4932,69,15,1425,24/10/2020
5423,184,9,720,01/07/2020
31366,40,6,688,22/11/2020
19278,164,9,912,21/07/2020
5119,145,9,819,09/08/2020
20284,166,7,855,19/07/2020
31415,130,16,1660,24/08/2020
32530,130,9,1123,24/08/2020
26465,66,11,859,27/10/2020
37912,92,16,1112,01/10/2020
12344,14,7,768,18/12/2020
18244,486,4,472,02/09/2019
10906,143,10,862,11/08/2020
27379,40,7,684,22/11/2020
14570,190,15,1200,25/06/2020
18284,272,7,679,04/04/2020
32891,114,6,389,09/09/2020
15530,70,7,520,23/10/2020
8120,90,5,759,03/10/2020
34752,386,8,554,11/12/2019
11464,51,11,1315,11/11/2020
5523,102,15,1266,21/09/2020
27044,129,11,726,25/08/2020
28005,86,14,1622,07/10/2020
37077,350,12,1027,16/01/2020
11026,26,14,1726,06/12/2020
11050,142,8,710,12/08/2020
461,64,11,987,29/10/2020
6096,111,8,911,12/09/2020
8156,149,14,1368,05/08/2020
37944,265,14,1426,11/04/2020
2943,276,6,561,31/03/2020
38420,257,11,1299,19/04/2020
39975,362,11,1332,04/01/2020
13800,73,11,821,20/10/2020
6120,159,12,1187,26/07/2020
39890,23,11,1011,09/12/2020
12568,569,6,489,11/06/2019
36555,90,12,1303,03/10/2020
5417,314,8,822,21/02/2020
8480,90,12,1051,03/10/2020
20488,151,7,692,03/08/2020
32015,278,14,1247,29/03/2020
26424,192,8,433,23/06/2020
35411,232,8,742,14/05/2020
16155,123,13,1521,31/08/2020
38187,146,7,560,08/08/2020
23871,303,6,440,04/03/2020
38753,408,11,1101,19/11/2019
28770,167,6,577,18/07/2020
23211,538,9,1094,12/07/2019
31742,145,12,1155,09/08/2020
6714,56,16,1296,06/11/2020
33276,57,17,1872,05/11/2020
17623,35,14,1631,27/11/2020
36714,77,12,835,16/10/2020
9198,142,13,1126,12/08/2020
25998,308,7,576,27/02/2020
34628,5,10,997,27/12/2020
32660,158,19,2048,27/07/2020
20424,169,12,1056,16/07/2020
16380,68,8,415,25/10/2020
39895,19,9,932,13/12/2020
9707,274,5,509,02/04/2020
18592,75,7,717,18/10/2020
14134,13,12,1212,19/12/2020
28726,158,10,1017,27/07/2020
15217,272,10,1049,04/04/2020
11555,58,14,1492,04/11/2020
18278,84,10,889,09/10/2020
26491,80,10,910,13/10/2020
33491,239,9,748,07/05/2020
26811,113,8,763,10/09/2020
12796,83,14,1132,10/10/2020
32672,48,8,843,14/11/2020
6315,196,5,416,19/06/2020
26012,11,9,681,21/12/2020
29194,219,13,1311,27/05/2020
6156,143,9,1022,11/08/2020
29837,189,11,937,26/06/2020
8033,307,13,1259,28/02/2020
915,120,14,1275,03/09/2020
38398,184,6,725,01/07/2020
31643,71,16,1899,22/10/2020
35642,175,10,791,10/07/2020
32327,50,11,1292,12/11/2020
17742,66,13,1249,27/10/2020
8010,171,8,498,14/07/2020
7778,80,14,1214,13/10/2020
10447,49,8,865,13/11/2020
39007,106,15,1319,17/09/2020
24749,238,12,1201,08/05/2020
9943,436,7,702,22/10/2019
29256,282,9,905,25/03/2020
9395,177,9,720,08/07/2020
24682,549,8,923,01/07/2019
4968,243,7,755,03/05/2020
3839,68,17,1640,25/10/2020
22044,135,11,912,19/08/2020
35035,83,13,1108,10/10/2020
3518,219,11,1542,27/05/2020
37306,88,10,746,05/10/2020
8976,132,14,1811,22/08/2020
18111,52,15,1369,10/11/2020
11418,504,5,700,15/08/2019
39062,20,16,1310,12/12/2020
16440,41,10,1084,21/11/2020
38878,149,22,2128,05/08/2020
30858,199,10,1036,16/06/2020
37531,120,11,897,03/09/2020
28536,139,12,1375,15/08/2020
18081,233,9,1057,13/05/2020
38912,185,19,2064,30/06/2020
21652,79,8,587,14/10/2020
36946,71,10,780,22/10/2020
6177,222,7,817,24/05/2020
23922,357,9,838,09/01/2020
21904,12,6,470,20/12/2020
6759,34,7,803,28/11/2020
37238,118,8,900,05/09/2020
19473,229,9,949,17/05/2020
31095,124,9,900,30/08/2020
6321,356,9,814,10/01/2020
7214,485,10,1161,03/09/2019
29266,243,7,420,03/05/2020
11885,84,9,968,09/10/2020
36830,75,10,1235,18/10/2020
5591,369,8,952,28/12/2019
12364,220,7,678,26/05/2020
27018,223,7,615,23/05/2020
19592,128,10,550,26/08/2020
33038,84,11,934,09/10/2020
20496,215,10,1098,31/05/2020
1367,467,6,631,21/09/2019
4467,36,8,726,26/11/2020
12644,55,7,510,07/11/2020
2891,222,10,1043,24/05/2020
3817,234,6,471,12/05/2020
35877,46,10,946,16/11/2020
10885,134,8,1062,20/08/2020
13093,251,11,1168,25/04/2020
28644,27,19,1462,05/12/2020
6253,296,12,1583,11/03/2020
22276,30,4,271,02/12/2020
1529,96,12,1189,27/09/2020
7334,379,8,695,18/12/2019
36547,542,7,618,08/07/2019
5191,30,9,892,02/12/2020
24229,103,10,1049,20/09/2020
3387,204,8,705,11/06/2020
26908,142,14,1176,12/08/2020
7306,127,15,1575,27/08/2020
13850,252,6,559,24/04/2020
15506,207,10,1049,08/06/2020
31638,506,5,577,13/08/2019
7878,270,10,1216,06/04/2020
14635,150,12,1247,04/08/2020
33060,277,8,921,30/03/2020
14858,461,8,697,27/09/2019
39306,49,13,1332,13/11/2020
17235,161,11,1277,24/07/2020
34317,160,11,883,25/07/2020
4928,532,8,1163,18/07/2019
37414,53,7,555,09/11/2020
39422,195,5,411,20/06/2020
6966,96,8,590,27/09/2020
25108,256,8,662,20/04/2020
28671,265,8,788,11/04/2020
14101,194,10,795,21/06/2020
5644,91,14,1418,02/10/2020
18492,133,6,691,21/08/2020
3029,436,13,1221,22/10/2019
26709,108,12,1165,15/09/2020
28817,103,14,1283,20/09/2020
31781,45,8,686,17/11/2020
2736,111,16,1697,12/09/2020
20616,6,7,589,26/12/2020
2947,411,10,988,16/11/2019
32463,42,14,1427,20/11/2020
21394,102,10,1113,21/09/2020
6527,94,12,1142,29/09/2020
37341,137,7,473,17/08/2020
24402,63,11,849,30/10/2020
10716,407,7,566,20/11/2019
31814,189,12,1078,26/06/2020
10863,247,9,876,29/04/2020
31723,210,8,867,05/06/2020
22174,151,12,1165,03/08/2020
10518,184,13,1409,01/07/2020
1824,292,7,559,15/03/2020
23474,276,13,1039,31/03/2020
19922,261,9,873,15/04/2020
27908,155,14,1673,30/07/2020
11795,102,15,1850,21/09/2020
27372,562,6,458,18/06/2019
15630,356,10,813,10/01/2020
27712,242,8,547,04/05/2020
17771,185,11,1224,30/06/2020
152,32,12,1283,30/11/2020
8522,132,13,1141,22/08/2020
33100,308,10,962,27/02/2020
28948,143,15,1380,11/08/2020
17023,72,15,1389,21/10/2020
4475,166,6,551,19/07/2020
38560,49,15,1384,13/11/2020
25748,174,10,855,11/07/2020
16007,113,18,1613,10/09/2020
36120,117,10,856,06/09/2020
13436,194,5,782,21/06/2020
27544,279,7,593,28/03/2020
13711,93,12,1021,30/09/2020
37781,99,8,635,24/09/2020
10500,291,9,762,16/03/2020
20849,8,13,1535,24/12/2020
12368,136,16,1193,18/08/2020
6354,161,7,740,24/07/2020
24949,91,11,1671,02/10/2020
19622,177,9,726,08/07/2020
23953,41,15,1610,21/11/2020
16669,123,8,577,31/08/2020
26568,144,18,1743,10/08/2020
18897,9,7,847,23/12/2020
21509,175,7,371,10/07/2020
17258,79,13,1165,14/10/2020
12707,131,9,793,23/08/2020
1322,158,11,978,27/07/2020
